time,month.yr,location,cases,disease,lat,lon
1957.083333,Jan-57,ALABAMA,576,measles,32.361538,-86.279118
1957.166667,Feb-57,ALABAMA,1081,measles,32.361538,-86.279118
1957.25,Mar-57,ALABAMA,1675,measles,32.361538,-86.279118
1957.333333,Apr-57,ALABAMA,2073,measles,32.361538,-86.279118
1957.416667,May-57,ALABAMA,1611,measles,32.361538,-86.279118
1957.5,Jun-57,ALABAMA,1287,measles,32.361538,-86.279118
1957.583333,Jul-57,ALABAMA,539,measles,32.361538,-86.279118
1957.666667,Aug-57,ALABAMA,199,measles,32.361538,-86.279118
1957.75,Sep-57,ALABAMA,65,measles,32.361538,-86.279118
1957.833333,Oct-57,ALABAMA,48,measles,32.361538,-86.279118
1957.916667,Nov-57,ALABAMA,49,measles,32.361538,-86.279118
1958,Dec-57,ALABAMA,53,measles,32.361538,-86.279118
1958.083333,Jan-58,ALABAMA,127,measles,32.361538,-86.279118
1958.166667,Feb-58,ALABAMA,376,measles,32.361538,-86.279118
1958.25,Mar-58,ALABAMA,977,measles,32.361538,-86.279118
1958.333333,Apr-58,ALABAMA,2271,measles,32.361538,-86.279118
1958.416667,May-58,ALABAMA,2631,measles,32.361538,-86.279118
1958.5,Jun-58,ALABAMA,722,measles,32.361538,-86.279118
1958.583333,Jul-58,ALABAMA,301,measles,32.361538,-86.279118
1958.666667,Aug-58,ALABAMA,62,measles,32.361538,-86.279118
1958.75,Sep-58,ALABAMA,38,measles,32.361538,-86.279118
1958.833333,Oct-58,ALABAMA,16,measles,32.361538,-86.279118
1958.916667,Nov-58,ALABAMA,69,measles,32.361538,-86.279118
1959,Dec-58,ALABAMA,81,measles,32.361538,-86.279118
1959.083333,Jan-59,ALABAMA,257,measles,32.361538,-86.279118
1959.166667,Feb-59,ALABAMA,603,measles,32.361538,-86.279118
1959.25,Mar-59,ALABAMA,845,measles,32.361538,-86.279118
1959.333333,Apr-59,ALABAMA,429,measles,32.361538,-86.279118
1959.416667,May-59,ALABAMA,766,measles,32.361538,-86.279118
1959.5,Jun-59,ALABAMA,356,measles,32.361538,-86.279118
1959.583333,Jul-59,ALABAMA,99,measles,32.361538,-86.279118
1959.666667,Aug-59,ALABAMA,8,measles,32.361538,-86.279118
1959.75,Sep-59,ALABAMA,7,measles,32.361538,-86.279118
1959.833333,Oct-59,ALABAMA,25,measles,32.361538,-86.279118
1959.916667,Nov-59,ALABAMA,45,measles,32.361538,-86.279118
1960,Dec-59,ALABAMA,27,measles,32.361538,-86.279118
1960.083333,Jan-60,ALABAMA,63,measles,32.361538,-86.279118
1960.166667,Feb-60,ALABAMA,271,measles,32.361538,-86.279118
1960.25,Mar-60,ALABAMA,374,measles,32.361538,-86.279118
1960.333333,Apr-60,ALABAMA,383,measles,32.361538,-86.279118
1960.416667,May-60,ALABAMA,332,measles,32.361538,-86.279118
1960.5,Jun-60,ALABAMA,315,measles,32.361538,-86.279118
1960.583333,Jul-60,ALABAMA,69,measles,32.361538,-86.279118
1960.666667,Aug-60,ALABAMA,45,measles,32.361538,-86.279118
1960.75,Sep-60,ALABAMA,15,measles,32.361538,-86.279118
1960.833333,Oct-60,ALABAMA,12,measles,32.361538,-86.279118
1960.916667,Nov-60,ALABAMA,25,measles,32.361538,-86.279118
1961,Dec-60,ALABAMA,165,measles,32.361538,-86.279118
1961.083333,Jan-61,ALABAMA,161,measles,32.361538,-86.279118
1961.166667,Feb-61,ALABAMA,360,measles,32.361538,-86.279118
1961.25,Mar-61,ALABAMA,665,measles,32.361538,-86.279118
1961.333333,Apr-61,ALABAMA,267,measles,32.361538,-86.279118
